CustomerID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,avg_order_value,clv,customer_segment,coupon_recommendation
13171.0,96.0,46,1860.5,2.0,3,4,9.0,40.44565217391305,178608.00000000003,中高价值,中等代金券
13173.0,15.0,43,1138.1,1.0,3,3,7.0,26.467441860465115,17071.5,中低价值,小额代金券
13174.0,17.0,314,10636.7,1.0,5,5,11.0,33.87484076433121,180823.90000000002,中高价值,中等代金券
13176.0,121.0,72,1999.8,3.0,4,4,11.0,27.775,241975.8,中高价值,中等代金券
13177.0,139.0,17,597.5,4.0,2,2,8.0,35.14705882352941,83052.5,中低价值,小额代金券
13178.0,8.0,265,5423.4,1.0,5,5,11.0,20.46566037735849,43387.2,中高价值,中等代金券
13182.0,120.0,11,75.4,3.0,1,1,5.0,6.854545454545455,9048.0,低价值,无代金券
13183.0,112.0,94,1910.7,3.0,4,4,11.0,20.32659574468085,213998.4,中高价值,中等代金券
13184.0,89.0,181,3329.3,2.0,5,4,11.0,18.393922651933703,296307.7,中高价值,中等代金券
13185.0,370.0,1,59.5,5.0,1,1,7.0,59.5,22015.0,中低价值,小额代金券
13186.0,114.0,79,2566.4,3.0,4,4,11.0,32.48607594936709,292569.60000000003,中高价值,中等代金券
13187.0,411.0,37,1393.2,5.0,3,3,11.0,37.65405405405406,572605.2000000001,中高价值,中等代金券
13188.0,86.0,2,191.5,2.0,1,1,4.0,95.75,16469.0,低价值,无代金券
13189.0,93.0,29,113.6,2.0,2,1,5.0,3.9172413793103447,10564.8,低价值,无代金券
13192.0,170.0,63,1656.1,4.0,4,3,11.0,26.287301587301585,281537.0,中高价值,中等代金券
13193.0,136.0,29,832.4,3.0,2,2,7.0,28.70344827586207,113206.4,中低价值,小额代金券
13194.0,210.0,3,79.5,4.0,1,1,6.0,26.5,16695.0,中低价值,小额代金券
13196.0,86.0,110,2758.6,2.0,4,4,10.0,25.078181818181818,237239.6,中高价值,中等代金券
13198.0,10.0,226,5377.3,1.0,5,5,11.0,23.793362831858406,53773.0,中高价值,中等代金券
13199.0,6.0,119,3129.6,1.0,4,4,9.0,26.299159663865545,18777.6,中高价值,中等代金券
13200.0,94.0,46,1552.8,2.0,3,3,8.0,33.756521739130434,145963.19999999998,中低价值,小额代金券
13203.0,84.0,57,1313.3,2.0,3,3,8.0,23.04035087719298,110317.2,中低价值,小额代金券
13207.0,90.0,8,183.3,2.0,1,1,4.0,22.9125,16497.0,低价值,无代金券
13208.0,134.0,149,3484.3,3.0,5,4,12.0,23.384563758389262,466896.2,高价值,大额代金券
13209.0,10.0,321,7280.0,1.0,5,5,11.0,22.6791277258567,72800.0,中高价值,中等代金券
13210.0,168.0,22,332.6,4.0,2,1,7.0,15.118181818181819,55876.8,中低价值,小额代金券
13211.0,10.0,56,806.2,1.0,3,2,6.0,14.396428571428572,8062.0,中低价值,小额代金券
13212.0,94.0,142,5318.2,2.0,5,5,12.0,37.45211267605634,499910.8,高价值,大额代金券
13213.0,131.0,90,2448.9,3.0,4,4,11.0,27.21,320805.9,中高价值,中等代金券
13216.0,370.0,5,72.4,5.0,1,1,7.0,14.48,26788.000000000004,中低价值,小额代金券
13217.0,197.0,4,95.19999999999999,4.0,1,1,6.0,23.799999999999997,18754.399999999998,中低价值,小额代金券
13218.0,202.0,5,46.5,4.0,1,1,6.0,9.3,9393.0,中低价值,小额代金券
13220.0,153.0,21,951.7,4.0,2,3,9.0,45.31904761904762,145610.1,中高价值,中等代金券
13221.0,7.0,66,3309.5,1.0,4,4,9.0,50.14393939393939,23166.5,中高价值,中等代金券
13223.0,276.0,5,98.0,5.0,1,1,7.0,19.6,27048.0,中低价值,小额代金券
13224.0,135.0,108,2499.4,3.0,4,4,11.0,23.142592592592592,337419.0,中高价值,中等代金券
13225.0,10.0,32,755.3,1.0,3,2,6.0,23.603125,7553.0,中低价值,小额代金券
13226.0,376.0,16,433.9,5.0,2,2,9.0,27.11875,163146.4,中高价值,中等代金券
13227.0,276.0,9,234.0,5.0,1,1,7.0,26.0,64584.0,中低价值,小额代金券
13228.0,156.0,2,35.8,4.0,1,1,6.0,17.9,5584.799999999999,中低价值,小额代金券
13229.0,300.0,10,406.0,5.0,1,2,8.0,40.6,121800.0,中低价值,小额代金券
13230.0,12.0,611,14658.2,1.0,5,5,11.0,23.99050736497545,175898.40000000002,中高价值,中等代金券
13232.0,87.0,207,6783.5,2.0,5,5,12.0,32.770531400966185,590164.5,高价值,大额代金券
13233.0,149.0,43,317.3,4.0,3,1,8.0,7.379069767441861,47277.700000000004,中低价值,小额代金券
13235.0,287.0,58,1574.3,5.0,3,3,11.0,27.143103448275863,451824.1,中高价值,中等代金券
13236.0,99.0,36,1452.4,2.0,3,3,8.0,40.34444444444445,143787.6,中低价值,小额代金券
13238.0,8.0,31,1274.3,1.0,3,3,7.0,41.10645161290322,10194.4,中低价值,小额代金券
13239.0,365.0,22,334.1,5.0,2,1,8.0,15.186363636363637,121946.50000000001,中低价值,小额代金券
13240.0,13.0,67,2219.9,1.0,4,4,9.0,33.13283582089552,28858.7,中高价值,中等代金券
13242.0,187.0,13,270.40000000000003,4.0,1,1,6.0,20.800000000000004,50564.8,中低价值,小额代金券
13243.0,278.0,58,2098.1,5.0,3,4,12.0,36.17413793103448,583271.7999999999,高价值,大额代金券
13244.0,167.0,27,1011.9,4.0,2,3,9.0,37.477777777777774,168987.3,中高价值,中等代金券
13245.0,125.0,16,997.0,3.0,2,3,8.0,62.3125,124625.0,中低价值,小额代金券
13246.0,93.0,141,2610.5,2.0,5,4,11.0,18.51418439716312,242776.5,中高价值,中等代金券
13247.0,92.0,25,526.9,2.0,2,2,6.0,21.076,48474.799999999996,中低价值,小额代金券
13248.0,199.0,26,698.7,4.0,2,2,8.0,26.873076923076926,139041.30000000002,中低价值,小额代金券
13249.0,167.0,23,789.1,4.0,2,2,8.0,34.30869565217392,131779.7,中低价值,小额代金券
13253.0,231.0,36,411.1,5.0,3,2,10.0,11.419444444444444,94964.1,中高价值,中等代金券
13255.0,21.0,13,644.8,1.0,1,2,4.0,49.599999999999994,13540.8,低价值,无代金券
13256.0,89.0,1,0.0,2.0,1,1,4.0,0.0,0.0,低价值,无代金券
13258.0,86.0,38,1392.2,2.0,3,3,8.0,36.636842105263156,119729.19999999998,中低价值,小额代金券
13259.0,136.0,87,2008.3,3.0,4,4,11.0,23.08390804597701,273128.8,中高价值,中等代金券
13260.0,136.0,8,397.4,3.0,1,1,5.0,49.675,54046.399999999994,低价值,无代金券
13261.0,360.0,9,494.0,5.0,1,2,8.0,54.888888888888886,177840.0,中低价值,小额代金券
13262.0,366.0,11,340.2,5.0,1,1,7.0,30.927272727272726,124513.2,中低价值,小额代金券
13263.0,86.0,1677,37604.7,2.0,5,5,12.0,22.42379248658318,3234004.1999999997,高价值,大额代金券
13265.0,128.0,91,2159.1,3.0,4,4,11.0,23.726373626373626,276364.8,中高价值,中等代金券
13266.0,86.0,187,3558.4,2.0,5,4,11.0,19.028877005347596,306022.4,中高价值,中等代金券
13267.0,8.0,211,7407.7,1.0,5,5,11.0,35.107582938388624,59261.6,中高价值,中等代金券
13268.0,92.0,440,6846.2,2.0,5,5,12.0,15.559545454545454,629850.4,高价值,大额代金券
13269.0,10.0,316,8043.7,1.0,5,5,11.0,25.454746835443036,80436.99999999999,中高价值,中等代金券
13270.0,14.0,1,29.5,1.0,1,1,3.0,29.5,413.0,低价值,无代金券
13271.0,112.0,96,1148.8,3.0,4,3,10.0,11.966666666666667,128665.59999999999,中高价值,中等代金券
13272.0,106.0,15,800.9,3.0,2,2,7.0,53.39333333333333,84895.4,中低价值,小额代金券
13273.0,188.0,16,207.7,4.0,2,1,7.0,12.98125,39047.6,中低价值,小额代金券
13276.0,138.0,30,1529.3,3.0,3,3,9.0,50.97666666666667,211043.4,中高价值,中等代金券
13277.0,90.0,8,116.0,2.0,1,1,4.0,14.5,10440.0,低价值,无代金券
13278.0,115.0,46,886.4,3.0,3,2,8.0,19.269565217391303,101936.0,中低价值,小额代金券
13279.0,153.0,9,234.3,4.0,1,1,6.0,26.033333333333335,35847.9,中低价值,小额代金券
13280.0,197.0,85,2227.3,4.0,4,4,12.0,26.20352941176471,438778.10000000003,高价值,大额代金券
13282.0,93.0,37,1730.2,2.0,3,3,8.0,46.76216216216216,160908.6,中低价值,小额代金券
13283.0,134.0,7,91.5,3.0,1,1,5.0,13.071428571428571,12261.0,低价值,无代金券
13284.0,406.0,13,571.7,5.0,1,2,8.0,43.97692307692308,232110.2,中低价值,小额代金券
13285.0,98.0,187,3992.2,2.0,5,5,12.0,21.348663101604277,391235.6,高价值,大额代金券
13291.0,230.0,42,1119.0,5.0,3,3,11.0,26.642857142857142,257370.0,中高价值,中等代金券
13292.0,113.0,31,1157.3,3.0,3,3,9.0,37.332258064516125,130774.9,中高价值,中等代金券
13294.0,265.0,54,1992.0,5.0,3,4,12.0,36.888888888888886,527879.9999999999,高价值,大额代金券
13295.0,7.0,10,349.0,1.0,1,1,3.0,34.9,2443.0,低价值,无代金券
13296.0,212.0,5,120.4,4.0,1,1,6.0,24.080000000000002,25524.800000000003,中低价值,小额代金券
13297.0,98.0,59,1757.0,2.0,4,3,9.0,29.779661016949152,172186.0,中高价值,中等代金券
13298.0,379.0,2,75.0,5.0,1,1,7.0,37.5,28425.0,中低价值,小额代金券
13299.0,371.0,5,237.5,5.0,1,1,7.0,47.5,88112.5,中低价值,小额代金券
13300.0,245.0,20,477.3,5.0,2,2,9.0,23.865000000000002,116938.50000000001,中高价值,中等代金券
13301.0,178.0,81,2136.5,4.0,4,4,12.0,26.376543209876544,380297.0,高价值,大额代金券
13302.0,229.0,1,127.5,4.0,1,1,6.0,127.5,29197.5,中低价值,小额代金券
13304.0,0.0,21,664.0,1.0,2,2,5.0,31.61904761904762,0.0,低价值,无代金券
13305.0,20.0,81,2723.3,1.0,4,4,9.0,33.62098765432099,54466.0,中高价值,中等代金券
13307.0,195.0,1,37.5,4.0,1,1,6.0,37.5,7312.5,中低价值,小额代金券
13308.0,97.0,54,1630.3,2.0,3,3,8.0,30.19074074074074,158139.1,中低价值,小额代金券
13309.0,120.0,107,1731.4,3.0,4,3,10.0,16.181308411214953,207768.0,中高价值,中等代金券
13310.0,103.0,72,2338.6,3.0,4,4,11.0,32.480555555555554,240875.8,中高价值,中等代金券
13311.0,235.0,26,1071.4,5.0,2,3,10.0,41.20769230769231,251779.00000000003,中高价值,中等代金券
13313.0,97.0,78,1663.2,2.0,4,3,9.0,21.323076923076922,161330.4,中高价值,中等代金券
13314.0,138.0,62,1976.5,3.0,4,4,11.0,31.879032258064516,272757.0,中高价值,中等代金券
13316.0,112.0,87,2178.5,3.0,4,4,11.0,25.04022988505747,243992.0,中高价值,中等代金券
13317.0,6.0,124,4961.5,1.0,5,5,11.0,40.01209677419355,29769.0,中高价值,中等代金券
13318.0,112.0,20,571.4,3.0,2,2,7.0,28.57,63996.799999999996,中低价值,小额代金券
13319.0,2.0,476,15584.1,1.0,5,5,11.0,32.73970588235294,31168.2,中高价值,中等代金券
13320.0,152.0,106,1921.9,4.0,4,4,12.0,18.131132075471697,292128.8,高价值,大额代金券
13321.0,147.0,11,233.7,4.0,1,1,6.0,21.245454545454546,34353.9,中低价值,小额代金券
13322.0,92.0,25,692.6,2.0,2,2,6.0,27.704,63719.200000000004,中低价值,小额代金券
13323.0,96.0,21,955.5,2.0,2,3,7.0,45.5,91728.0,中低价值,小额代金券
13324.0,8.0,75,2089.7,1.0,4,4,9.0,27.862666666666666,16717.6,中高价值,中等代金券
13325.0,156.0,12,363.4,4.0,1,1,6.0,30.28333333333333,56690.399999999994,中低价值,小额代金券
13327.0,13.0,108,2994.0,1.0,4,4,9.0,27.72222222222222,38922.0,中高价值,中等代金券
13328.0,391.0,17,319.2,5.0,2,1,8.0,18.776470588235295,124807.2,中低价值,小额代金券
13329.0,14.0,17,383.1,1.0,2,1,4.0,22.53529411764706,5363.400000000001,低价值,无代金券
13330.0,167.0,53,1070.8,4.0,3,3,10.0,20.203773584905658,178823.6,中高价值,中等代金券
13332.0,89.0,21,637.4,2.0,2,2,6.0,30.35238095238095,56728.6,中低价值,小额代金券
13334.0,157.0,268,7842.0,4.0,5,5,14.0,29.261194029850746,1231194.0,高价值,大额代金券
13336.0,153.0,51,1276.2,4.0,3,3,10.0,25.023529411764706,195258.6,中高价值,中等代金券
13338.0,232.0,19,1249.3,5.0,2,3,10.0,65.75263157894737,289837.60000000003,中高价值,中等代金券
13339.0,276.0,54,2827.2,5.0,3,4,12.0,52.355555555555554,780307.2,高价值,大额代金券
13340.0,120.0,134,3698.7,3.0,5,5,13.0,27.60223880597015,443844.0,高价值,大额代金券
13341.0,363.0,42,1756.5,5.0,3,3,11.0,41.82142857142857,637609.5,中高价值,中等代金券
13343.0,252.0,19,1188.3,5.0,2,3,10.0,62.54210526315789,299451.6,中高价值,中等代金券
13344.0,143.0,119,5960.1,4.0,4,5,13.0,50.08487394957984,852294.3,高价值,大额代金券
13345.0,362.0,20,1129.0,5.0,2,3,10.0,56.45,408698.0,中高价值,中等代金券
13347.0,145.0,8,601.6,4.0,1,2,7.0,75.2,87232.0,中低价值,小额代金券
13348.0,139.0,14,308.8,4.0,1,1,6.0,22.057142857142857,42923.200000000004,中低价值,小额代金券
13349.0,85.0,16,644.2,2.0,2,2,6.0,40.2625,54757.00000000001,中低价值,小额代金券
13350.0,92.0,40,3326.3,2.0,3,4,9.0,83.1575,306019.60000000003,中高价值,中等代金券
13351.0,141.0,16,1039.7,4.0,2,3,9.0,64.98125,146597.7,中高价值,中等代金券
13352.0,135.0,24,907.1,3.0,2,2,7.0,37.795833333333334,122458.5,中低价值,小额代金券
13354.0,146.0,51,942.8,4.0,3,3,10.0,18.48627450980392,137648.8,中高价值,中等代金券
13355.0,197.0,32,872.3,4.0,3,2,9.0,27.259375,171843.09999999998,中高价值,中等代金券
13356.0,155.0,42,1812.8,4.0,3,4,11.0,43.16190476190476,280983.99999999994,中高价值,中等代金券
13357.0,360.0,90,2625.7,5.0,4,4,13.0,29.174444444444443,945251.9999999999,高价值,大额代金券
13358.0,371.0,29,1451.9,5.0,2,3,10.0,50.06551724137931,538654.9,中高价值,中等代金券
13359.0,138.0,23,1334.0,3.0,2,3,8.0,58.0,184092.0,中低价值,小额代金券
13362.0,84.0,166,5808.8,2.0,5,5,12.0,34.99277108433735,487939.2,高价值,大额代金券
13363.0,92.0,60,2302.4,2.0,4,4,10.0,38.373333333333335,211820.80000000002,中高价值,中等代金券
13364.0,145.0,10,259.8,4.0,1,1,6.0,25.98,37671.0,中低价值,小额代金券
13365.0,108.0,128,3988.1,3.0,5,5,13.0,31.15703125,430714.8,高价值,大额代金券
13366.0,125.0,1,3.9,3.0,1,1,5.0,3.9,487.5,低价值,无代金券
13368.0,359.0,29,1426.1,5.0,2,3,10.0,49.175862068965515,511969.89999999997,中高价值,中等代金券
13369.0,13.0,14,916.2,1.0,1,2,4.0,65.44285714285715,11910.6,低价值,无代金券
13370.0,20.0,39,1453.9,1.0,3,3,7.0,37.279487179487184,29078.0,中低价值,小额代金券
13372.0,164.0,23,1384.7,4.0,2,3,9.0,60.20434782608696,227090.80000000002,中高价值,中等代金券
13373.0,135.0,158,5166.7,3.0,5,5,13.0,32.700632911392404,697504.5,高价值,大额代金券
13375.0,173.0,37,1160.9,4.0,3,3,10.0,31.375675675675677,200835.7,中高价值,中等代金券
13376.0,174.0,53,2851.3,4.0,3,4,11.0,53.798113207547175,496126.2,中高价值,中等代金券
13379.0,102.0,97,1697.8,2.0,4,3,9.0,17.503092783505153,173175.59999999998,中高价值,中等代金券
13381.0,106.0,172,5246.7,3.0,5,5,13.0,30.50406976744186,556150.2,高价值,大额代金券
13382.0,383.0,15,412.8,5.0,2,2,9.0,27.52,158102.4,中高价值,中等代金券
13384.0,105.0,152,4823.3,3.0,5,5,13.0,31.732236842105266,506446.5,高价值,大额代金券
13385.0,404.0,35,1586.6,5.0,3,3,11.0,45.33142857142857,640986.3999999999,中高价值,中等代金券
13388.0,206.0,35,1596.3,4.0,3,3,10.0,45.60857142857143,328837.8,中高价值,中等代金券
13389.0,86.0,51,1960.9,2.0,3,4,9.0,38.44901960784314,168637.4,中高价值,中等代金券
13390.0,149.0,13,397.9,4.0,1,1,6.0,30.607692307692307,59287.1,中低价值,小额代金券
13391.0,278.0,1,149.5,5.0,1,1,7.0,149.5,41561.0,中低价值,小额代金券
13394.0,128.0,155,2538.9,3.0,5,4,12.0,16.38,324979.19999999995,高价值,大额代金券
13395.0,260.0,21,572.0,5.0,2,2,9.0,27.238095238095237,148720.0,中高价值,中等代金券
13396.0,104.0,43,1674.8,3.0,3,3,9.0,38.948837209302326,174179.19999999998,中高价值,中等代金券
13397.0,147.0,38,1520.0,4.0,3,3,10.0,40.0,223440.0,中高价值,中等代金券
13398.0,267.0,26,891.7,5.0,2,2,9.0,34.29615384615385,238083.90000000002,中高价值,中等代金券
13402.0,20.0,39,772.1,1.0,3,2,6.0,19.797435897435896,15441.999999999998,中低价值,小额代金券
13403.0,92.0,3,87.5,2.0,1,1,4.0,29.166666666666668,8050.0,低价值,无代金券
13404.0,287.0,11,319.1,5.0,1,1,7.0,29.00909090909091,91581.70000000001,中低价值,小额代金券
13405.0,149.0,27,1465.51,4.0,2,3,9.0,54.27814814814815,218360.99,中高价值,中等代金券
13408.0,6.0,478,11658.9,1.0,5,5,11.0,24.391004184100417,69953.4,中高价值,中等代金券
13410.0,99.0,28,683.4,2.0,2,2,6.0,24.407142857142855,67656.59999999999,中低价值,小额代金券
13411.0,182.0,18,587.5,4.0,2,2,8.0,32.638888888888886,106925.0,中低价值,小额代金券
13414.0,208.0,24,441.7,4.0,2,2,8.0,18.404166666666665,91873.59999999999,中低价值,小额代金券
13416.0,118.0,19,1036.5,3.0,2,3,8.0,54.55263157894737,122307.0,中低价值,小额代金券
13417.0,280.0,28,1779.8,5.0,2,4,11.0,63.56428571428571,498344.0,中高价值,中等代金券
13418.0,7.0,304,8932.0,1.0,5,5,11.0,29.38157894736842,62524.0,中高价值,中等代金券
13419.0,138.0,16,161.9,3.0,2,1,6.0,10.11875,22342.2,中低价值,小额代金券
13420.0,225.0,8,283.4,4.0,1,1,6.0,35.425,63764.99999999999,中低价值,小额代金券
13421.0,115.0,104,2172.0,3.0,4,4,11.0,20.884615384615383,249780.0,中高价值,中等代金券
13422.0,139.0,127,3848.9,4.0,5,5,14.0,30.306299212598425,534997.1,高价值,大额代金券
13425.0,184.0,78,2054.6,4.0,4,4,12.0,26.34102564102564,378046.39999999997,高价值,大额代金券
13426.0,7.0,157,2960.8,1.0,5,4,10.0,18.85859872611465,20725.600000000002,中高价值,中等代金券
13427.0,94.0,29,478.5,2.0,2,2,6.0,16.5,44979.0,中低价值,小额代金券
13428.0,85.0,74,1459.6,2.0,4,3,9.0,19.72432432432432,124065.99999999997,中高价值,中等代金券
13429.0,85.0,67,817.9,2.0,4,2,8.0,12.207462686567164,69521.5,中低价值,小额代金券
13430.0,93.0,49,812.2,2.0,3,2,7.0,16.575510204081635,75534.6,中低价值,小额代金券
13431.0,143.0,46,1479.7,4.0,3,3,10.0,32.167391304347824,211597.09999999998,中高价值,中等代金券
13434.0,149.0,10,165.2,4.0,1,1,6.0,16.52,24614.8,中低价值,小额代金券
13435.0,99.0,101,2964.6,2.0,4,4,10.0,29.35247524752475,293495.39999999997,中高价值,中等代金券
13436.0,379.0,12,699.6,5.0,1,2,8.0,58.300000000000004,265148.4,中低价值,小额代金券
13437.0,89.0,167,8164.6,2.0,5,5,12.0,48.88982035928144,726649.4,高价值,大额代金券
13439.0,,54,931.7,,3,3,,17.253703703703703,,,
13441.0,166.0,13,250.4,4.0,1,1,6.0,19.26153846153846,41566.399999999994,中低价值,小额代金券
13447.0,98.0,59,1852.5,2.0,4,4,10.0,31.39830508474576,181545.0,中高价值,中等代金券
13448.0,12.0,195,6205.3,1.0,5,5,11.0,31.822051282051284,74463.6,中高价值,中等代金券
13449.0,98.0,19,365.7,2.0,2,1,5.0,19.24736842105263,35838.6,低价值,无代金券
13450.0,102.0,71,1093.5,2.0,4,3,9.0,15.401408450704226,111537.0,中高价值,中等代金券
13451.0,102.0,443,9311.1,2.0,5,5,12.0,21.01828442437923,949732.2000000001,高价值,大额代金券
13452.0,362.0,2,5900.0,5.0,1,5,11.0,2950.0,2135800.0,中高价值,中等代金券
13453.0,240.0,17,772.9,5.0,2,2,9.0,45.46470588235294,185496.0,中高价值,中等代金券
13455.0,14.0,46,2127.2,1.0,3,4,8.0,46.24347826086956,29780.799999999996,中低价值,小额代金券
13456.0,92.0,63,2179.0,2.0,4,4,10.0,34.58730158730159,200468.0,中高价值,中等代金券
13458.0,7.0,382,9302.6,1.0,5,5,11.0,24.35235602094241,65118.200000000004,中高价值,中等代金券
13460.0,104.0,17,180.2,3.0,2,1,6.0,10.6,18740.8,中低价值,小额代金券
13461.0,113.0,27,423.5,3.0,2,2,7.0,15.685185185185185,47855.5,中低价值,小额代金券
13462.0,327.0,9,305.0,5.0,1,1,7.0,33.888888888888886,99735.0,中低价值,小额代金券
13464.0,143.0,41,1314.3,4.0,3,3,10.0,32.05609756097561,187944.9,中高价值,中等代金券
13466.0,259.0,17,483.1,5.0,2,2,9.0,28.41764705882353,125122.90000000001,中高价值,中等代金券
13467.0,85.0,99,2704.5,2.0,4,4,10.0,27.318181818181817,229882.5,中高价值,中等代金券
13468.0,6.0,302,12391.8,1.0,5,5,11.0,41.03245033112582,74350.79999999999,中高价值,中等代金券
13470.0,174.0,10,165.0,4.0,1,1,6.0,16.5,28710.0,中低价值,小额代金券
13471.0,96.0,260,6519.6,2.0,5,5,12.0,25.075384615384618,625881.6000000001,高价值,大额代金券
13473.0,135.0,21,782.9,3.0,2,2,7.0,37.28095238095238,105691.5,中低价值,小额代金券
13474.0,311.0,64,1486.5,5.0,4,3,12.0,23.2265625,462301.5,高价值,大额代金券
13475.0,266.0,86,2484.2,5.0,4,4,13.0,28.886046511627907,660797.2,高价值,大额代金券
13476.0,253.0,58,5101.4,5.0,3,5,13.0,87.9551724137931,1290654.2,高价值,大额代金券
13477.0,112.0,79,1999.4,3.0,4,4,11.0,25.308860759493673,223932.80000000002,中高价值,中等代金券
13479.0,276.0,15,697.0,5.0,2,2,9.0,46.46666666666667,192372.0,中高价值,中等代金券
13481.0,120.0,109,2491.3,3.0,4,4,11.0,22.855963302752293,298956.0,中高价值,中等代金券
13482.0,307.0,11,268.3,5.0,1,1,7.0,24.39090909090909,82368.1,中低价值,小额代金券
13483.0,140.0,10,105.6,4.0,1,1,6.0,10.559999999999999,14784.0,中低价值,小额代金券
13484.0,326.0,8,600.0,5.0,1,2,8.0,75.0,195600.0,中低价值,小额代金券
13485.0,308.0,23,557.8,5.0,2,2,9.0,24.252173913043475,171802.4,中高价值,中等代金券
13486.0,153.0,69,2007.9,4.0,4,4,12.0,29.1,307208.7,高价值,大额代金券
13487.0,1.0,34,1513.4,1.0,3,3,7.0,44.51176470588236,1513.4,中低价值,小额代金券
13488.0,15.0,422,14630.4,1.0,5,5,11.0,34.66919431279621,219456.0,中高价值,中等代金券
13489.0,180.0,14,198.4,4.0,1,1,6.0,14.171428571428573,35712.0,中低价值,小额代金券
13491.0,7.0,86,2900.0,1.0,4,4,9.0,33.72093023255814,20300.0,中高价值,中等代金券
13492.0,211.0,50,2250.8,4.0,3,4,11.0,45.016000000000005,474918.80000000005,中高价值,中等代金券
13493.0,362.0,8,1031.7,5.0,1,3,9.0,128.9625,373475.4,中高价值,中等代金券
13494.0,386.0,18,659.7,5.0,2,2,9.0,36.650000000000006,254644.2,中高价值,中等代金券
13495.0,7.0,48,1237.6,1.0,3,3,7.0,25.78333333333333,8663.199999999999,中低价值,小额代金券
13496.0,7.0,35,1087.9,1.0,3,3,7.0,31.082857142857147,7615.300000000001,中低价值,小额代金券
13497.0,16.0,19,565.0,1.0,2,2,5.0,29.736842105263158,9040.0,低价值,无代金券
13499.0,92.0,42,895.3,2.0,3,2,7.0,21.316666666666666,82367.59999999999,中低价值,小额代金券
13500.0,98.0,65,2357.6,2.0,4,4,10.0,36.27076923076923,231044.8,中高价值,中等代金券
13501.0,362.0,52,1940.7,5.0,3,4,12.0,37.32115384615385,702533.4,高价值,大额代金券
13502.0,92.0,18,323.6,2.0,2,1,5.0,17.977777777777778,29771.2,低价值,无代金券
13503.0,146.0,17,370.8,4.0,2,1,7.0,21.811764705882354,54136.8,中低价值,小额代金券
13504.0,139.0,22,814.4,4.0,2,2,8.0,37.018181818181816,113201.59999999999,中低价值,小额代金券
13505.0,147.0,215,7088.6,4.0,5,5,14.0,32.970232558139536,1042024.2000000001,高价值,大额代金券
13506.0,17.0,26,743.9,1.0,2,2,5.0,28.611538461538462,12646.3,低价值,无代金券
13507.0,173.0,162,5433.8,4.0,5,5,14.0,33.54197530864197,940047.3999999999,高价值,大额代金券
13508.0,318.0,12,623.1,5.0,1,2,8.0,51.925000000000004,198145.80000000002,中低价值,小额代金券
13509.0,127.0,44,600.3,3.0,3,2,8.0,13.643181818181818,76238.09999999999,中低价值,小额代金券
13510.0,120.0,115,2743.8,3.0,4,4,11.0,23.85913043478261,329256.0,中高价值,中等代金券
13512.0,363.0,15,620.3,5.0,2,2,9.0,41.35333333333333,225168.9,中高价值,中等代金券
13513.0,201.0,10,368.5,4.0,1,1,6.0,36.85,74068.5,中低价值,小额代金券
13514.0,148.0,4,167.0,4.0,1,1,6.0,41.75,24716.0,中低价值,小额代金券
13515.0,147.0,59,1277.6,4.0,4,3,11.0,21.65423728813559,187807.19999999998,中高价值,中等代金券
13516.0,96.0,44,1297.0,2.0,3,3,8.0,29.477272727272727,124512.0,中低价值,小额代金券
13517.0,134.0,141,4119.5,3.0,5,5,13.0,29.21631205673759,552013.0,高价值,大额代金券
13518.0,160.0,38,1045.7,4.0,3,3,10.0,27.51842105263158,167312.0,中高价值,中等代金券
13519.0,152.0,8,507.5,4.0,1,2,7.0,63.4375,77140.0,中低价值,小额代金券
13520.0,20.0,93,4231.0,1.0,4,5,10.0,45.494623655913976,84620.0,中高价值,中等代金券
13521.0,85.0,436,7909.8,2.0,5,5,12.0,18.141743119266057,672333.0000000001,高价值,大额代金券
13522.0,105.0,5,163.5,3.0,1,1,5.0,32.7,17167.5,低价值,无代金券
13523.0,14.0,172,10666.3,1.0,5,5,11.0,62.01337209302325,149328.19999999998,中高价值,中等代金券
13524.0,115.0,27,935.6,3.0,2,3,8.0,34.65185185185185,107594.0,中低价值,小额代金券
13525.0,89.0,6,234.1,2.0,1,1,4.0,39.016666666666666,20834.899999999998,低价值,无代金券
13527.0,108.0,223,6374.1,3.0,5,5,13.0,28.58340807174888,688402.8,高价值,大额代金券
13529.0,153.0,15,839.8,4.0,2,2,8.0,55.986666666666665,128489.4,中低价值,小额代金券
13531.0,14.0,22,998.7,1.0,2,3,6.0,45.39545454545455,13981.800000000001,中低价值,小额代金券
13532.0,108.0,66,1467.3,3.0,4,3,10.0,22.23181818181818,158468.4,中高价值,中等代金券
13533.0,257.0,76,1469.3,5.0,4,3,12.0,19.332894736842103,377610.1,高价值,大额代金券
13534.0,6.0,296,8320.6,1.0,5,5,11.0,28.110135135135135,49923.600000000006,中高价值,中等代金券
13536.0,84.0,179,5760.7,2.0,5,5,12.0,32.18268156424581,483898.8,高价值,大额代金券
13538.0,118.0,25,1869.1,3.0,2,4,9.0,74.764,220553.8,中高价值,中等代金券
13539.0,160.0,37,1552.2,4.0,3,3,10.0,41.951351351351356,248352.00000000006,中高价值,中等代金券
13544.0,114.0,87,2560.8,3.0,4,4,11.0,29.434482758620693,291931.2,中高价值,中等代金券
